team1,team2,goals_1,penalties_1,direct_free_hits_1,warnings_1,blue_cards_1,fouls_1,goals_2,penalties_2,direct_free_hits_2,warnings_2,blue_cards_2,fouls_2,date,ref1,ref2,ref3,gr1_1_played,gr1_1_name,gr1_1_saves,pl1_1_played,pl1_1_name,pl1_1_goals,pl1_1_pens,pl1_1_dfh,pl2_1_played,pl2_1_name,pl2_1_goals,pl2_1_pens,pl2_1_dfh,pl3_1_played,pl3_1_name,pl3_1_goals,pl3_1_pens,pl3_1_dfh,pl4_1_played,pl4_1_name,pl4_1_goals,pl4_1_pens,pl4_1_dfh,pl5_1_played,pl5_1_name,pl5_1_goals,pl5_1_pens,pl5_1_dfh,pl6_1_played,pl6_1_name,pl6_1_goals,pl6_1_pens,pl6_1_dfh,pl7_1_played,pl7_1_name,pl7_1_goals,pl7_1_pens,pl7_1_dfh,pl8_1_played,pl8_1_name,pl8_1_goals,pl8_1_pens,pl8_1_dfh,gr2_1_played,gr2_1_name,gr2_1_saves,gr1_2_played,gr1_2_name,gr1_2_saves,pl1_2_played,pl1_2_name,pl1_2_goals,pl1_2_pens,pl1_2_dfh,pl2_2_played,pl2_2_name,pl2_2_goals,pl2_2_pens,pl2_2_dfh,pl3_2_played,pl3_2_name,pl3_2_goals,pl3_2_pens,pl3_2_dfh,pl4_2_played,pl4_2_name,pl4_2_goals,pl4_2_pens,pl4_2_dfh,pl5_2_played,pl5_2_name,pl5_2_goals,pl5_2_pens,pl5_2_dfh,pl6_2_played,pl6_2_name,pl6_2_goals,pl6_2_pens,pl6_2_dfh,pl7_2_played,pl7_2_name,pl7_2_goals,pl7_2_pens,pl7_2_dfh,pl8_2_played,pl8_2_name,pl8_2_goals,pl8_2_pens,pl8_2_dfh,gr2_2_played,gr2_2_name,gr2_2_saves
AD VALONGO 2021,FAMALICENSE AC 2021,2,0/0,0/0,4,0,10,4,0/0,1/1,3,0,9,2020-12-16 00:00:00,PORFIRIO FERNANDES,RUI TORRES,MIGUEL MATOS,X,RICARDO SILVA,0,X,NUNO ARAÚJO,0,0/0,0/0,J,DIOGO FERNANDES,0,0/0,0/0,J,GUILHERME SILVA,0,0/0,0/0,X,CARLOS RAMOS,1,0/0,0/0,X,RAFAEL MOREIRA,0,0/0,0/0,J,NUNO SANTOS,0,0/0,0/0,J,DIOGO ABREU,0,0/0,0/0,X,DIOGO BARATA,1,0/0,0/0,,RUI MENDES,0,,MANUEL SILVA,0,X,JUAN GARCIA,1,0/0,1/1,X,GABRIEL SILVA,1,0/0,0/0,X,HUGO COSTA,0,0/0,0/0,J,GONÇALO SILVA,0,0/0,0/0,J,RUI SILVA,0,0/0,0/0,X,PEDRO MENDES,1,0/0,0/0,J,RENATO CASTANHEIRA,1,0/0,0/0,J,PEDRO SILVA,0,0/0,0/0,X,JOAQUIM PEIXOTO,0
AD SANJOANENSE 2021,AJ VIANA 2021,2,0/0,0/1,5,1,11,5,0/0,1/3,2,1,9,2020-12-16 00:00:00,SILVIA COELHO,PEDRO FIGUEIREDO,SERGIO PEREIRA SILVA,,MARCO LOPES ©,0,J,ALEXANDER MOUNT,0,0/0,0/0,X,JOAO LIMA,0,0/0,0/0,X,TIAGO ALMEIDA,1,0/0,0/0,,PEDRO REGO,0,0/0,0/0,X,PEDRO CERQUEIRA,0,0/0,0/0,J,FACUNDO NAVARRO,1,0/0,0/1,X,XAVIER CARDOSO,0,0/0,0/0,J,HUGO SANTOS,0,0/0,0/0,X,TIAGO FREITAS,2,X,JORGE CORREIA,0,J,REMI HERMAN,0,0/0,0/1,X,FRANCISCO SILVA,0,0/0,0/0,X,GUSTAVO LIMA,0,0/0,0/0,X,NELSON PEREIRA,0,0/0,0/0,X,GONÇALO NETO,2,0/0,0/1,,JOÃO PEREIRA,0,0/0,0/0,J,DIOGO CARDOSO,3,0/0,1/1,J,PEDRO BATISTA,0,0/0,0/0,,BRUNO GUIA,0
HC TURQUEL 2021,SL BENFICA 2021,1,0/0,0/1,0,1,6,2,0/1,0/1,2,0,10,2020-12-23 00:00:00,MIGUEL GUILHERME,JOAO DUARTE,RUI NAVE,,GONÇALO DUARTE,0,X,TIAGO RAFAEL,0,0/0,0/0,,LUCAS VICENTE,0,0/0,0/0,X,ANDRÉ MOREIRA,0,0/0,0/0,X,VASCO LUIS,1,0/0,0/1,X,ANDRÉ PIMENTA,0,0/0,0/0,J,ALFONSO SEVERINO,0,0/0,0/0,,TIAGO MATEUS,0,0/0,0/0,J,DANIEL PASSOS,0,0/0,0/0,X,DIOGO ALMEIDA,1,X,PEDRO HENRIQUES,1,X,VALTER NEVES,0,0/0,0/0,J,DIOGO RAFAEL,0,0/0,0/0,J,CARLOS NICOLIA,1,0/1,0/0,X,EDUARD LAMAS,1,0/0,0/0,X,LUCAS ORDOÑEZ,0,0/0,0/1,J,SERGI ARAGONES,0,0/0,0/0,X,MIGUEL VIEIRA,0,0/0,0/0,J,DANILO RAMPULLLA,0,0/0,0/0,,MARCO BARROS,0
FC PORTO/FIDELIDADE 2021,AD SANJOANENSE 2021,5,0/0,0/0,0,0,15,3,0/0,0/2,0,0,8,2020-12-30 00:00:00,JOAQUIM PINTO,JOSE MANUEL PEREIRA,JORGE MACHADO,X,XAVIER CROSSAS,1,J,GIULIO COCCO,1,0/0,0/0,J,TOMAS MENA,0,0/0,0/0,X,JOSE RAFAEL COSTA,0,0/0,0/0,J,DANIEL OLIVEIRA,0,0/0,0/0,J,CARLO DI BENEDETTO,2,0/0,0/0,X,XAVIER MAYORDOMO,0,0/0,0/0,X,REINALDO GARCIA,0,0/0,0/0,X,GONÇALO ALVES,2,0/0,0/0,,TIAGO RODRIGUES,0,,MARCO LOPES ©,0,X,ALEXANDER MOUNT,2,0/0,0/1,X,JOAO LIMA,0,0/0,0/0,J,TIAGO ALMEIDA,1,0/0,0/0,,JOÃO CRUZ,0,0/0,0/0,J,PEDRO REGO,0,0/0,0/0,X,PEDRO CERQUEIRA,0,0/0,0/0,J,FACUNDO NAVARRO,0,0/0,0/1,X,XAVIER CARDOSO,0,0/0,0/0,X,TIAGO FREITAS,0
OC BARCELOS SAD 2021,FAMALICENSE AC 2021,9,0/1,2/4,3,5,14,7,0/1,1/4,3,3,11,2021-01-09 00:00:00,MANUEL FERNANDES,ANDRE PORTAL,MARCO GOMES,,CONSTANTINO ACEVEDO,0,J,JOSÉ PEDRO PEREIRA,0,0/0,0/0,J,TOMÁS PEREIRA,0,0/0,0/0,X,DARIO GIMENEZ,3,0/0,2/4,J,JOÃO GUIMARÃES,0,0/0,0/0,X,LUÍS QUERIDO,0,0/1,0/0,X,MIGUEL ROCHA,4,0/0,0/0,J,RAFAEL LOURENÇO,0,0/0,0/0,X,REINALDO VENTURA,2,0/0,0/0,X,BRUNO FERREIRA,4,,MANUEL SILVA,1,X,GABRIEL SILVA,1,0/0,0/0,X,HUGO COSTA,3,0/0,1/3,J,RUI SILVA,0,0/0,0/0,J,RAFAEL ALMEIDA,0,0/0,0/0,X,PEDRO MENDES,2,0/1,0/1,J,JOÃO ARAÚJO,0,0/0,0/0,J,RENATO CASTANHEIRA,0,0/0,0/0,X,PEDRO SILVA,1,0/0,0/0,X,JOAQUIM PEIXOTO,1
FC PORTO/FIDELIDADE 2021,SL BENFICA 2021,4,0/0,1/1,1,1,12,2,0/0,0/2,1,0,14,2021-01-09 00:00:00,JOSE PINTO,PEDRO FIGUEIREDO,FERNANDO VASCONCELOS,X,XAVIER CROSSAS,0,J,GIULIO COCCO,0,0/0,0/0,J,TOMAS MENA,1,0/0,0/0,X,JOSE RAFAEL COSTA,0,0/0,0/0,J,DANIEL OLIVEIRA,0,0/0,0/0,J,CARLO DI BENEDETTO,1,0/0,0/0,X,XAVIER MAYORDOMO,0,0/0,0/0,X,REINALDO GARCIA,0,0/0,0/0,X,GONÇALO ALVES,2,0/0,1/1,,TIAGO RODRIGUES,0,X,PEDRO HENRIQUES,0,X,VALTER NEVES,0,0/0,0/0,X,DIOGO RAFAEL,1,0/0,0/0,J,CARLOS NICOLIA,0,0/0,0/0,J,EDUARD LAMAS,0,0/0,0/0,X,LUCAS ORDOÑEZ,1,0/0,0/1,J,SERGI ARAGONES,0,0/0,0/0,J,GONÇALO PINTO,0,0/0,0/1,X,MIGUEL VIEIRA,0,0/0,0/0,,MARCO BARROS,0
SPORTING CP 2021,HC OS TIGRES 2021,7,0/1,1/1,1,0,15,3,1/1,0/2,0,1,5,2021-01-09 00:00:00,JAIME VIEIRA,JOAO CATRAPONA,HELENA FRESCO,,TOMAS  CUNHA,0,J,FERRAN FONT,2,0/0,0/0,X,TELMO PINTO,1,0/0,0/0,X,PEDRO GIL,1,0/0,0/0,X,ALESSANDRO VERONA,0,0/1,0/0,J,GONÇALO NUNES,0,0/0,0/0,J,JOÃO SOUTO,1,0/0,0/0,X,TONI PEREZ,1,0/0,0/0,J,ALVARO MORAIS,1,0/0,1/1,X,ÂNGELO GIRÃO,2,,PEDRO SANTOS,0,X,ANDRÉ MARTINS,0,0/0,0/0,J,FILIPE BERNARDINO,1,1/1,0/0,X,DIOGO ALVES,1,0/0,0/0,X,MIGUEL FEIO,0,0/0,0/0,X,JOÃO MALÓ,0,0/0,0/1,J,HERNÂNI DOMINGOS,0,0/0,0/1,J,FREDERICO NEVES,1,0/0,0/0,J,DIOGO DAVID,0,0/0,0/0,X,IGOR ALVES,1
RIBA D AVE HC 2021,AD SANJOANENSE 2021,5,0/1,0/0,1,2,11,6,0/0,2/3,1,1,7,2021-01-09 00:00:00,FLORINDO CARDOSO,CARLOS CORREIA,MIGUEL AZEVEDO,X,DIOGO FERNANDES,0,J,GUSTAVO PATO,0,0/0,0/0,J,FACUNDO BRIDGE,0,0/0,0/0,J,HUGO BARATA,1,0/0,0/0,X,JOÃO PEDRO,2,0/1,0/0,X,NUNO PEREIRA,1,0/0,0/0,X,ANDRES ZAPATA,0,0/0,0/0,J,DANIEL PINHEIRO,0,0/0,0/0,X,DINIS ABREU,1,0/0,0/0,,MIGUEL ROCHA,0,,MARCO LOPES ©,0,J,ALEXANDER MOUNT,2,0/0,0/0,X,JOAO LIMA,0,0/0,0/0,X,TIAGO ALMEIDA,0,0/0,0/0,J,PEDRO REGO,0,0/0,0/0,X,PEDRO CERQUEIRA,2,0/0,1/1,J,FACUNDO NAVARRO,1,0/0,1/1,X,XAVIER CARDOSO,1,0/0,0/0,J,HUGO SANTOS,0,0/0,0/1,X,TIAGO FREITAS,0
AJ VIANA 2021,UD OLIVEIRENSE/SIMOLDES 2021,2,1/1,0/1,2,0,10,3,0/0,0/1,1,0,12,2021-01-10 00:00:00,PEDRO SILVA,PORFIRIO FERNANDES,JORGE MACHADO,X,JORGE CORREIA,0,J,REMI HERMAN,1,1/1,0/0,X,FRANCISCO SILVA,0,0/0,0/0,J,GUSTAVO LIMA,0,0/0,0/0,X,NELSON PEREIRA,0,0/0,0/0,J,GONÇALO NETO,0,0/0,0/0,J,JOÃO PEREIRA,0,0/0,0/0,X,DIOGO CARDOSO,0,0/0,0/1,X,PEDRO BATISTA,1,0/0,0/0,,BRUNO GUIA,0,J,NELSON FILIPE MAGALHAES,1,J,PEDRO MOREIRA,0,0/0,0/0,X,MARC SAYO,1,0/0,0/0,J,JORDI BARGALLÓ,0,0/0,0/0,J,JORGE SILVA,0,0/0,0/0,X,LUCAS MARTINEZ,1,0/0,0/0,X,VITOR PINTO,1,0/0,0/0,X,HENRIQUE MAGALHÃES,0,0/0,0/0,J,FRANCO FERRUCCIO,0,0/0,0/1,X,XAVIER PUIGBI,0
SC TOMAR/IPT 2021,AD VALONGO 2021,3,1/2,0/2,2,0,12,1,1/1,0/1,4,1,14,2021-01-10 00:00:00,LUIS PEIXOTO,MIGUEL GUILHERME,JOSE NAVE,X,FRANCISCO VELUDO,1,,LUCAS SANTOS,0,0/0,0/0,X,IVO SILVA,1,0/0,0/0,X,FILIPE ALMEIDA,0,0/1,0/0,J,HERNANI DINIZ,0,0/0,0/0,X,RÚBEN SOUSA,2,1/1,0/2,J,PEDRO MARTINS,0,0/0,0/0,J,ANDERSON SILVA,0,0/0,0/0,X,ALEXANDRE MARQUES,0,0/0,0/0,,ANTÓNIO MARANTE,0,X,RICARDO SILVA,2,X,NUNO ARAÚJO,1,1/1,0/1,J,DIOGO FERNANDES,0,0/0,0/0,X,GUILHERME SILVA,0,0/0,0/0,J,CARLOS RAMOS,0,0/0,0/0,,RUI MENDES,0,0/0,0/0,X,NUNO SANTOS,0,0/0,0/0,J,RÚBEN PEREIRA,0,0/0,0/0,X,DIOGO ABREU,0,0/0,0/0,J,DIOGO BARATA,0
AD VALONGO 2021,HC BRAGA SAD 2021,3,0/0,0/1,1,0,10,3,0/2,0/1,3,0,12,2021-01-16 00:00:00,JOSE MANUEL PEREIRA,JOSE PINTO,BRUNO ANTAO,X,RICARDO SILVA,3,X,NUNO ARAÚJO,0,0/0,0/1,X,DIOGO FERNANDES,2,0/0,0/0,J,GUILHERME SILVA,0,0/0,0/0,X,CARLOS RAMOS,0,0/0,0/0,X,NUNO SANTOS,0,0/0,0/0,J,RÚBEN PEREIRA,0,0/0,0/0,J,DIOGO ABREU,0,0/0,0/0,J,DIOGO BARATA,1,0/0,0/0,,RUI MENDES,0,,GABRIEL COSTA,0,X,ANTONIO TRABULO,1,0/0,0/0,J,MIGUEL MOURA,0,0/0,0/0,,ÂNGELO FERNANDES,0,0/1,0/0,,GUILHERME LEITÃO,0,0/0,0/0,X,DIOGO SEIXAS,1,0/1,0/0,J,AFONSO LIMA,0,0/0,0/0,X,PEDRO DELGADO,0,0/0,0/1,X,PEREIRA GONÇALO,1,0/0,0/0,X,LEONARDO PAIS,1
FAMALICENSE AC 2021,FC PORTO/FIDELIDADE 2021,1,0/0,1/2,4,2,7,7,1/1,0/0,1,0,12,2021-01-16 00:00:00,RUI TORRES,FLORINDO CARDOSO,FERNANDO VASCONCELOS,,MANUEL SILVA,0,X,JUAN GARCIA,1,0/0,1/2,X,GABRIEL SILVA,0,0/0,0/0,X,HUGO COSTA,0,0/0,0/0,J,RUI SILVA,0,0/0,0/0,J,RAFAEL ALMEIDA,0,0/0,0/0,J,JOÃO ARAÚJO,0,0/0,0/0,J,RENATO CASTANHEIRA,0,0/0,0/0,X,PEDRO SILVA,0,0/0,0/0,X,JOAQUIM PEIXOTO,0,X,XAVIER CROSSAS,0,J,GIULIO COCCO,1,0/0,0/0,X,TOMAS MENA,0,0/0,0/0,J,JOSE RAFAEL COSTA,1,0/0,0/0,J,DANIEL OLIVEIRA,0,0/0,0/0,X,CARLO DI BENEDETTO,3,0/0,0/0,X,XAVIER MAYORDOMO,0,0/0,0/0,J,REINALDO GARCIA,1,0/0,0/0,X,GONÇALO ALVES,1,1/1,0/0,J,TIAGO RODRIGUES,0
SL BENFICA 2021,AJ VIANA 2021,4,0/0,0/1,2,0,11,2,0/1,1/1,4,0,10,2021-01-16 00:00:00,MIGUEL GUILHERME,JOAO DUARTE,JOSE NAVE,X,PEDRO HENRIQUES,0,,VALTER NEVES,0,0/0,0/0,X,DIOGO RAFAEL,0,0/0,0/0,X,CARLOS NICOLIA,0,0/0,0/0,,EDUARD LAMAS,1,0/0,0/0,X,LUCAS ORDOÑEZ,3,0/0,0/1,X,SERGI ARAGONES,0,0/0,0/0,,MIGUEL VIEIRA,0,0/0,0/0,,DANILO RAMPULLLA,0,0/0,0/0,,MARCO BARROS,0,,JORGE CORREIA,0,,REMI HERMAN,0,0/0,0/0,X,FRANCISCO SILVA,0,0/0,0/0,X,GUSTAVO LIMA,0,0/0,0/0,X,NELSON PEREIRA,0,0/0,0/0,X,GONÇALO NETO,0,0/1,0/0,,JOÃO PEREIRA,2,0/0,1/1,,DIOGO CARDOSO,0,0/0,0/0,,PEDRO BATISTA,0,0/0,0/0,X,BRUNO GUIA,0
HC OS TIGRES 2021,RIBA D AVE HC 2021,4,1/1,1/2,1,2,11,6,0/1,1/2,0,1,11,2021-01-16 00:00:00,LUIS PEIXOTO,VITOR ROXO,RUI NAVE,,JOSÉ DIAS,0,X,ANDRÉ MARTINS,0,0/0,0/0,X,FILIPE BERNARDINO,0,0/0,0/0,J,DIOGO ALVES,0,0/0,0/0,,MIGUEL FEIO,0,0/0,0/0,X,JOÃO MALÓ,0,0/0,0/0,X,HERNÂNI DOMINGOS,2,0/0,1/2,J,FREDERICO NEVES,0,0/0,0/0,J,PAOLO DIAS,2,1/1,0/0,X,IGOR ALVES,1,X,DIOGO FERNANDES,1,,GUSTAVO PATO,0,0/0,0/0,X,FACUNDO BRIDGE,2,0/0,0/0,X,HUGO BARATA,1,0/0,0/0,X,JOÃO PEDRO,1,0/0,0/0,J,NUNO PEREIRA,1,0/0,0/0,J,ANDRES ZAPATA,0,0/0,0/0,,DANIEL PINHEIRO,0,0/0,0/0,X,DINIS ABREU,1,0/1,1/2,,JOÃO FERREIRA,0
AD SANJOANENSE 2021,SC TOMAR/IPT 2021,2,1/1,0/1,2,0,13,5,0/0,0/0,2,0,11,2021-01-16 00:00:00,PAULO ALMEIDA,ANTONIO SANTOS,JOSE LASALETTE,,MARCO LOPES ©,0,J,ALEXANDER MOUNT,0,0/0,0/0,X,JOAO LIMA,0,0/0,0/0,X,TIAGO ALMEIDA,2,1/1,0/0,X,PEDRO REGO,0,0/0,0/0,J,PEDRO CERQUEIRA,0,0/0,0/0,J,FACUNDO NAVARRO,0,0/0,0/1,X,XAVIER CARDOSO,0,0/0,0/0,J,HUGO SANTOS,0,0/0,0/0,X,TIAGO FREITAS,0,X,FRANCISCO VELUDO,1,,LUCAS SANTOS,0,0/0,0/0,X,IVO SILVA,0,0/0,0/0,X,FILIPE ALMEIDA,0,0/0,0/0,,HERNANI DINIZ,0,0/0,0/0,J,RÚBEN SOUSA,1,0/0,0/0,X,PEDRO MARTINS,1,0/0,0/0,J,ANDERSON SILVA,0,0/0,0/0,X,ALEXANDRE MARQUES,3,0/0,0/0,,ANTÓNIO MARANTE,0
UD OLIVEIRENSE/SIMOLDES 2021,SPORTING CP 2021,3,1/1,2/5,1,1,8,1,0/1,0/1,2,2,15,2021-01-17 00:00:00,JOAQUIM PINTO,SILVIA COELHO,JORGE MACHADO,X,NELSON FILIPE MAGALHAES,1,J,PEDRO MOREIRA,0,0/0,0/0,X,MARC SAYO,0,0/0,0/2,J,JORDI BARGALLÓ,0,0/0,0/0,X,JORGE SILVA,0,0/0,0/0,J,LUCAS MARTINEZ,3,1/1,2/3,X,VITOR PINTO,0,0/0,0/0,X,HENRIQUE MAGALHÃES,0,0/0,0/0,J,FRANCO FERRUCCIO,0,0/0,0/0,,XAVIER PUIGBI,0,X,ÂNGELO GIRÃO,3,X,FERRAN FONT,0,0/0,0/1,J,TELMO PINTO,0,0/0,0/0,J,PEDRO GIL,0,0/1,0/0,X,ALESSANDRO VERONA,0,0/0,0/0,X,MATIAS PLATERO,0,0/0,0/0,J,GONÇALO NUNES,0,0/0,0/0,X,JOÃO SOUTO,1,0/0,0/0,J,TONI PEREZ,0,0/0,0/0,,JOSÉ DIOGO MACEDO,0
SL BENFICA 2021,HC BRAGA SAD 2021,5,1/1,0/0,1,0,14,1,0/0,0/1,1,0,6,2021-01-20 00:00:00,LUIS PEIXOTO,JOAQUIM SEQUEIRA,JORGE CARMONA,X,PEDRO HENRIQUES  ©,0,J,VALTER NEVES,0,0/0,0/0,X,DIOGO RAFAEL,2,1/1,0/0,X,CARLOS NICOLIA,0,0/0,0/0,J,EDUARD LAMAS,0,0/0,0/0,X,LUCAS ORDOÑEZ,2,0/0,0/0,X,SERGI ARAGONES,0,0/0,0/0,J,MIGUEL VIEIRA,0,0/0,0/0,J,DANILO RAMPULLLA,1,0/0,0/0,,MARCO BARROS,0,,GABRIEL COSTA,0,X,ANTONIO TRABULO,0,0/0,0/0,J,MIGUEL MOURA,0,0/0,0/0,J,ÂNGELO FERNANDES,1,0/0,0/1,J,CARLOS LOUREIRO,0,0/0,0/0,X,DIOGO SEIXAS,0,0/0,0/0,J,AFONSO LIMA,0,0/0,0/0,X,PEDRO DELGADO,0,0/0,0/0,X,PEREIRA GONÇALO,0,0/0,0/0,X,LEONARDO PAIS,0
HC TURQUEL 2021,OC BARCELOS SAD 2021,4,2/3,0/1,0,0,9,4,0/0,0/0,4,2,9,2021-01-20 00:00:00,PAULO CARVALHO,TEOFILO CASIMIRO,DAVID BARROS,,GONÇALO DUARTE,0,J,TIAGO RAFAEL,0,0/1,0/0,J,MIGUEL VICENTE,1,0/0,0/0,X,ANDRÉ MOREIRA,0,0/0,0/0,X,VASCO LUIS,2,1/1,0/1,X,ANDRÉ PIMENTA,1,1/1,0/0,,ALFONSO SEVERINO,0,0/0,0/0,X,TIAGO MATEUS,0,0/0,0/0,,SALVADOR ANDRÉ,0,0/0,0/0,X,DIOGO ALMEIDA,0,X,CONSTANTINO ACEVEDO,1,J,JOSÉ PEDRO PEREIRA,0,0/0,0/0,J,TOMÁS PEREIRA,0,0/0,0/0,X,DARIO GIMENEZ,1,0/0,0/0,J,JOÃO GUIMARÃES,0,0/0,0/0,X,LUÍS QUERIDO,0,0/0,0/0,X,MIGUEL ROCHA,2,0/0,0/0,J,RAFAEL LOURENÇO,1,0/0,0/0,X,REINALDO VENTURA,0,0/0,0/0,,BRUNO FERREIRA,0
OC BARCELOS SAD 2021,HC BRAGA SAD 2021,8,0/1,0/2,3,1,15,4,0/1,2/2,2,1,14,2021-01-23 00:00:00,JOSE PINTO,MANUEL OLIVEIRA,FERNANDO VASCONCELOS,X,CONSTANTINO ACEVEDO,0,J,JOSÉ PEDRO PEREIRA,0,0/0,0/0,J,TOMÁS PEREIRA,0,0/1,0/0,X,DARIO GIMENEZ,2,0/0,0/1,J,JOÃO GUIMARÃES,0,0/0,0/0,X,LUÍS QUERIDO,0,0/0,0/0,X,MIGUEL ROCHA,3,0/0,0/1,J,RAFAEL LOURENÇO,0,0/0,0/0,X,REINALDO VENTURA,3,0/0,0/0,,BRUNO FERREIRA,0,,GABRIEL COSTA,0,J,ANTONIO TRABULO,0,0/0,0/0,J,MIGUEL MOURA,3,0/0,2/2,X,ÂNGELO FERNANDES,0,0/1,0/0,,CARLOS LOUREIRO,0,0/0,0/0,X,DIOGO SEIXAS,0,0/0,0/0,J,AFONSO LIMA,0,0/0,0/0,X,PEDRO DELGADO,0,0/0,0/0,X,PEREIRA GONÇALO,1,0/0,0/0,X,LEONARDO PAIS,0
FC PORTO/FIDELIDADE 2021,HC TURQUEL 2021,6,0/2,0/1,0,0,10,2,0/0,0/1,1,0,10,2021-01-23 00:00:00,JOAQUIM PINTO,PEDRO MIGUEL SOUSA,MIGUEL MATOS,X,XAVIER CROSSAS,0,J,JOSÉ GONÇALVES,0,0/0,0/0,J,GIULIO COCCO,0,0/0,0/1,J,TOMAS MENA,1,0/0,0/0,X,DANIEL OLIVEIRA,0,0/0,0/0,X,CARLO DI BENEDETTO,3,0/0,0/0,J,XAVIER MAYORDOMO,0,0/0,0/0,X,REINALDO GARCIA,0,0/0,0/0,X,GONÇALO ALVES,2,0/2,0/0,J,TIAGO RODRIGUES,1,J,GONÇALO DUARTE,1,X,TIAGO RAFAEL,0,0/0,0/0,J,MIGUEL VICENTE,0,0/0,0/0,J,ANDRÉ MOREIRA,1,0/0,0/0,X,VASCO LUIS,0,0/0,0/1,X,ANDRÉ PIMENTA,0,0/0,0/0,X,ALFONSO SEVERINO,0,0/0,0/0,J,TIAGO MATEUS,1,0/0,0/0,,SALVADOR ANDRÉ,0,0/0,0/0,X,DIOGO ALMEIDA,0
AJ VIANA 2021,FAMALICENSE AC 2021,5,0/0,1/3,4,0,9,1,0/0,0/0,7,5,12,2021-01-23 00:00:00,CARLOS CORREIA,PEDRO FIGUEIREDO,RUI LEITAO,X,JORGE CORREIA,0,J,REMI HERMAN,0,0/0,0/0,X,FRANCISCO SILVA,2,0/0,0/0,J,GUSTAVO LIMA,1,0/0,0/0,X,NELSON PEREIRA,0,0/0,0/0,J,GONÇALO NETO,0,0/0,0/0,J,JOÃO PEREIRA,0,0/0,0/0,X,DIOGO CARDOSO,1,0/0,0/1,X,PEDRO BATISTA,1,0/0,1/2,J,BRUNO GUIA,0,,MANUEL SILVA,0,X,JUAN GARCIA,0,0/0,0/0,X,GABRIEL SILVA,0,0/0,0/0,X,HUGO COSTA,1,0/0,0/0,,GONÇALO SILVA,0,0/0,0/0,J,RUI SILVA,0,0/0,0/0,X,PEDRO MENDES,0,0/0,0/0,J,RENATO CASTANHEIRA,0,0/0,0/0,J,PEDRO SILVA,0,0/0,0/0,X,JOAQUIM PEIXOTO,2
SPORTING CP 2021,SL BENFICA 2021,4,0/1,0/1,2,1,8,5,0/0,1/1,0,1,6,2021-01-24 00:00:00,RICARDO LEAO,LUIS PEIXOTO,JOSE NAVE,X,ÂNGELO GIRÃO,0,X,FERRAN FONT,0,0/0,0/1,J,TELMO PINTO,0,0/0,0/0,J,PEDRO GIL,1,0/1,0/0,X,ALESSANDRO VERONA,1,0/0,0/0,J,MATIAS PLATERO,1,0/0,0/0,X,JOÃO SOUTO,0,0/0,0/0,J,TONI PEREZ,1,0/0,0/0,X,GONZALO ROMERO,0,0/0,0/0,,JOSÉ DIOGO MACEDO,0,X,PEDRO HENRIQUES,2,X,VALTER NEVES,1,0/0,0/0,X,DIOGO RAFAEL,2,0/0,0/0,X,CARLOS NICOLIA,0,0/0,0/0,J,EDUARD LAMAS,0,0/0,0/0,X,LUCAS ORDOÑEZ,2,0/0,1/1,J,SERGI ARAGONES,0,0/0,0/0,J,GONÇALO PINTO,0,0/0,0/0,J,DANILO RAMPULLLA,0,0/0,0/0,,MARCO BARROS,0
AD SANJOANENSE 2021,OC BARCELOS SAD 2021,2,0/0,0/2,1,1,8,5,1/1,0/0,1,1,14,2021-01-27 00:00:00,JOAQUIM PINTO,JOSE MANUEL PEREIRA,JOSE LASALETTE,X,MARCO LOPES,0,X,ALEXANDER MOUNT,0,0/0,0/0,J,JOAO LIMA,0,0/0,0/0,X,TIAGO ALMEIDA,0,0/0,0/1,X,PEDRO REGO,0,0/0,0/0,,PEDRO CERQUEIRA,0,0/0,0/0,J,FACUNDO NAVARRO,2,0/0,0/1,X,XAVIER CARDOSO,0,0/0,0/0,J,HUGO SANTOS,0,0/0,0/0,,TIAGO FREITAS,0,X,CONSTANTINO ACEVEDO,2,J,JOSÉ PEDRO PEREIRA,0,0/0,0/0,,TOMÁS PEREIRA,0,0/0,0/0,X,DARIO GIMENEZ,1,0/0,0/0,J,JOÃO GUIMARÃES,0,0/0,0/0,X,LUÍS QUERIDO,0,0/0,0/0,X,MIGUEL ROCHA,0,0/0,0/0,J,RAFAEL LOURENÇO,0,0/0,0/0,X,REINALDO VENTURA,4,1/1,0/0,,BRUNO FERREIRA,0
